South_Node,Connected_Node,Correlation,Rank
LZ_CPS,EXGNSND_RN,0.9781346591573691,3.0
LZ_CPS,BRP_ZPT1_RN,0.9781255643253504,4.0
LZ_CPS,BRP_ZPT2_RN,0.9781252377548949,5.0
LZ_CPS,BRP_LOP1_RN,0.9777154892148675,6.0
LZ_CPS,VENADO_ALL,0.9776630748907592,7.0
LZ_CPS,LGE_LGE_STG,0.9776247947313452,8.0
LZ_CPS,LGE_PUN1,0.9776247947313452,9.0
LZ_CPS,LGE_LGE_GT2,0.9776247947313452,10.0
LZ_CPS,LGE_LGE_GT1,0.9776247947313452,11.0
LZ_CPS,DUKE_GST1CCU,0.977517800306516,12.0
LZ_CPS,DUKE_GT2_CCU,0.977517800306516,13.0
LZ_CPS,REDGATE_RN,0.9774438971443803,14.0
LZ_CPS,REDGATE_ALL,0.9774438971443803,15.0
LZ_CPS,FAL_FALCONG2,0.9774002575152433,16.0
LZ_CPS,FAL_FALCONG1,0.9774002575152433,17.0
LZ_CPS,FAL_FALCONG3,0.9774002575152433,18.0
LZ_CPS,NED_NEDIN_G2,0.9773945463764462,19.0
LZ_CPS,NED_NEDIN_G1,0.9773493692126343,20.0
