Path,TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP,FileName
HB_NORTH + HB_SOUTH + Off-peak,10/07/2020,HB_NORTH,HB_SOUTH,Off-peak,11/01/2020,-1.3354,0.3407,2020.NOV
GUADG_CCU1 + HB_SOUTH + Off-peak,10/07/2020,GUADG_CCU1,HB_SOUTH,Off-peak,11/01/2020,-1.4701,-0.237,2020.NOV
HB_WEST + HB_NORTH + Off-peak,10/07/2020,HB_WEST,HB_NORTH,Off-peak,11/01/2020,-0.3035,1.4502,2020.NOV
HB_SOUTH + HB_NORTH + Off-peak,10/07/2020,HB_SOUTH,HB_NORTH,Off-peak,11/01/2020,-2.7608,-0.2565,2020.NOV
FREC_2_CCU + HB_NORTH + Off-peak,10/07/2020,FREC_2_CCU,HB_NORTH,Off-peak,11/01/2020,-1.4237,-0.2786,2020.NOV
FREC_1_CCU + HB_NORTH + Off-peak,10/07/2020,FREC_1_CCU,HB_NORTH,Off-peak,11/01/2020,-1.3952,-0.4792,2020.NOV
DC_E + HB_NORTH + Off-peak,10/07/2020,DC_E,HB_NORTH,Off-peak,11/01/2020,-4.2681,-0.2849,2020.NOV
HB_SOUTH + HB_HOUSTON + Off-peak,10/07/2020,HB_SOUTH,HB_HOUSTON,Off-peak,11/01/2020,-1.015,0.04,2020.NOV
HB_NORTH + HB_HOUSTON + Off-peak,10/07/2020,HB_NORTH,HB_HOUSTON,Off-peak,11/01/2020,-0.8196,0.518,2020.NOV
DDPEC_GT1 + HB_HOUSTON + Off-peak,10/07/2020,DDPEC_GT1,HB_HOUSTON,Off-peak,11/01/2020,-0.3585,-0.2461,2020.NOV
CHE_LYD2 + HB_HOUSTON + Off-peak,10/07/2020,CHE_LYD2,HB_HOUSTON,Off-peak,11/01/2020,-0.2131,-0.2013,2020.NOV
BVE_UNIT1 + HB_HOUSTON + Off-peak,10/07/2020,BVE_UNIT1,HB_HOUSTON,Off-peak,11/01/2020,-0.1696,0.0908,2020.NOV
HB_WEST + LZ_WEST + Off-peak,10/07/2020,HB_WEST,LZ_WEST,Off-peak,11/01/2020,0.0849,3.15,2020.NOV
HB_SOUTH + LZ_SOUTH + Off-peak,10/07/2020,HB_SOUTH,LZ_SOUTH,Off-peak,11/01/2020,-0.0771,0.6,2020.NOV
HB_NORTH + LZ_NORTH + Off-peak,10/07/2020,HB_NORTH,LZ_NORTH,Off-peak,11/01/2020,-0.145,0.1286,2020.NOV
HB_SOUTH + LZ_LCRA + Off-peak,10/07/2020,HB_SOUTH,LZ_LCRA,Off-peak,11/01/2020,-1.6086,0.2723,2020.NOV
HB_HOUSTON + LZ_HOUSTON + Off-peak,10/07/2020,HB_HOUSTON,LZ_HOUSTON,Off-peak,11/01/2020,-0.0264,0.1424,2020.NOV
STELLA_RN + HB_SOUTH + PeakWE,10/07/2020,STELLA_RN,HB_SOUTH,PeakWE,11/01/2020,-10.0625,-0.8063,2020.NOV
HB_NORTH + HB_SOUTH + PeakWE,10/07/2020,HB_NORTH,HB_SOUTH,PeakWE,11/01/2020,-2.2128,0.55,2020.NOV
GUADG_CCU1 + HB_SOUTH + PeakWE,10/07/2020,GUADG_CCU1,HB_SOUTH,PeakWE,11/01/2020,-2.4724,-0.3128,2020.NOV
HB_WEST + HB_NORTH + PeakWE,10/07/2020,HB_WEST,HB_NORTH,PeakWE,11/01/2020,-0.8244,1.886,2020.NOV
HB_SOUTH + HB_NORTH + PeakWE,10/07/2020,HB_SOUTH,HB_NORTH,PeakWE,11/01/2020,-4.7152,-0.55,2020.NOV
FREC_2_CCU + HB_NORTH + PeakWE,10/07/2020,FREC_2_CCU,HB_NORTH,PeakWE,11/01/2020,-0.9908,-0.1144,2020.NOV
FREC_1_CCU + HB_NORTH + PeakWE,10/07/2020,FREC_1_CCU,HB_NORTH,PeakWE,11/01/2020,-0.5592,-0.2889,2020.NOV
DC_E + HB_NORTH + PeakWE,10/07/2020,DC_E,HB_NORTH,PeakWE,11/01/2020,-3.5059,-0.2625,2020.NOV
HB_SOUTH + HB_HOUSTON + PeakWE,10/07/2020,HB_SOUTH,HB_HOUSTON,PeakWE,11/01/2020,-2.1136,1.5226,2020.NOV
HB_NORTH + HB_HOUSTON + PeakWE,10/07/2020,HB_NORTH,HB_HOUSTON,PeakWE,11/01/2020,-0.7424,1.507,2020.NOV
HB_WEST + LZ_WEST + PeakWE,10/07/2020,HB_WEST,LZ_WEST,PeakWE,11/01/2020,0.2449,2.5838,2020.NOV
HB_SOUTH + LZ_SOUTH + PeakWE,10/07/2020,HB_SOUTH,LZ_SOUTH,PeakWE,11/01/2020,-0.4754,1.1897,2020.NOV
HB_NORTH + LZ_NORTH + PeakWE,10/07/2020,HB_NORTH,LZ_NORTH,PeakWE,11/01/2020,-0.0773,0.1767,2020.NOV
HB_SOUTH + LZ_LCRA + PeakWE,10/07/2020,HB_SOUTH,LZ_LCRA,PeakWE,11/01/2020,-1.8089,0.5535,2020.NOV
HB_HOUSTON + LZ_HOUSTON + PeakWE,10/07/2020,HB_HOUSTON,LZ_HOUSTON,PeakWE,11/01/2020,-0.0441,0.3718,2020.NOV
STELLA_RN + HB_SOUTH + PeakWD,10/07/2020,STELLA_RN,HB_SOUTH,PeakWD,11/01/2020,-13.0624,0.5337,2020.NOV
NED_NEDIN_G1 + HB_SOUTH + PeakWD,10/07/2020,NED_NEDIN_G1,HB_SOUTH,PeakWD,11/01/2020,-12.6734,-12.6471,2020.NOV
HB_NORTH + HB_SOUTH + PeakWD,10/07/2020,HB_NORTH,HB_SOUTH,PeakWD,11/01/2020,-3.7093,-0.0565,2020.NOV
HB_WEST + HB_NORTH + PeakWD,10/07/2020,HB_WEST,HB_NORTH,PeakWD,11/01/2020,-1.0663,2.0,2020.NOV
HB_SOUTH + HB_NORTH + PeakWD,10/07/2020,HB_SOUTH,HB_NORTH,PeakWD,11/01/2020,-5.9678,0.0177,2020.NOV
FREC_2_CCU + HB_NORTH + PeakWD,10/07/2020,FREC_2_CCU,HB_NORTH,PeakWD,11/01/2020,-1.7628,-0.1942,2020.NOV
FREC_1_CCU + HB_NORTH + PeakWD,10/07/2020,FREC_1_CCU,HB_NORTH,PeakWD,11/01/2020,-1.0222,-0.4181,2020.NOV
DC_E + HB_NORTH + PeakWD,10/07/2020,DC_E,HB_NORTH,PeakWD,11/01/2020,-8.2709,-0.5324,2020.NOV
HB_SOUTH + HB_HOUSTON + PeakWD,10/07/2020,HB_SOUTH,HB_HOUSTON,PeakWD,11/01/2020,-2.6531,1.966,2020.NOV
HB_NORTH + HB_HOUSTON + PeakWD,10/07/2020,HB_NORTH,HB_HOUSTON,PeakWD,11/01/2020,-3.1556,2.15,2020.NOV
HB_WEST + LZ_WEST + PeakWD,10/07/2020,HB_WEST,LZ_WEST,PeakWD,11/01/2020,0.2998,3.5,2020.NOV
HB_SOUTH + LZ_SOUTH + PeakWD,10/07/2020,HB_SOUTH,LZ_SOUTH,PeakWD,11/01/2020,0.6029,1.8573,2020.NOV
HB_NORTH + LZ_NORTH + PeakWD,10/07/2020,HB_NORTH,LZ_NORTH,PeakWD,11/01/2020,0.037,0.31,2020.NOV
HB_SOUTH + LZ_LCRA + PeakWD,10/07/2020,HB_SOUTH,LZ_LCRA,PeakWD,11/01/2020,-2.0651,1.0561,2020.NOV
HB_HOUSTON + LZ_HOUSTON + PeakWD,10/07/2020,HB_HOUSTON,LZ_HOUSTON,PeakWD,11/01/2020,0.0509,0.5357,2020.NOV
STELLA_RN + HB_SOUTH + Off-peak,10/07/2020,STELLA_RN,HB_SOUTH,Off-peak,11/01/2020,-1.8878,0.625,2020.NOV
HB_WEST + HB_NORTH + Off-peak,10/28/2020,HB_WEST,HB_NORTH,Off-peak,12/01/2020,-0.3035,1.0815,2020.DEC
HB_SOUTH + HB_NORTH + Off-peak,10/28/2020,HB_SOUTH,HB_NORTH,Off-peak,12/01/2020,-2.7608,-0.2565,2020.DEC
FREC_1_CCU + HB_NORTH + Off-peak,10/28/2020,FREC_1_CCU,HB_NORTH,Off-peak,12/01/2020,-1.3952,-0.363,2020.DEC
DC_E + HB_NORTH + Off-peak,10/28/2020,DC_E,HB_NORTH,Off-peak,12/01/2020,-4.2681,-0.2849,2020.DEC
HB_SOUTH + HB_HOUSTON + Off-peak,10/28/2020,HB_SOUTH,HB_HOUSTON,Off-peak,12/01/2020,-1.015,0.04,2020.DEC
HB_NORTH + HB_HOUSTON + Off-peak,10/28/2020,HB_NORTH,HB_HOUSTON,Off-peak,12/01/2020,-0.8196,0.2965,2020.DEC
DDPEC_GT1 + HB_HOUSTON + Off-peak,10/28/2020,DDPEC_GT1,HB_HOUSTON,Off-peak,12/01/2020,-0.3585,-0.2461,2020.DEC
CHE_LYD2 + HB_HOUSTON + Off-peak,10/28/2020,CHE_LYD2,HB_HOUSTON,Off-peak,12/01/2020,-0.2131,-0.2013,2020.DEC
BVE_UNIT1 + HB_HOUSTON + Off-peak,10/28/2020,BVE_UNIT1,HB_HOUSTON,Off-peak,12/01/2020,-0.1696,0.0908,2020.DEC
HB_WEST + LZ_WEST + Off-peak,10/28/2020,HB_WEST,LZ_WEST,Off-peak,12/01/2020,0.1338,2.2613,2020.DEC
HB_SOUTH + LZ_SOUTH + Off-peak,10/28/2020,HB_SOUTH,LZ_SOUTH,Off-peak,12/01/2020,-0.0771,0.5,2020.DEC
HB_NORTH + LZ_NORTH + Off-peak,10/28/2020,HB_NORTH,LZ_NORTH,Off-peak,12/01/2020,-0.145,0.0545,2020.DEC
HB_SOUTH + LZ_LCRA + Off-peak,10/28/2020,HB_SOUTH,LZ_LCRA,Off-peak,12/01/2020,-1.6086,0.2723,2020.DEC
HB_HOUSTON + LZ_HOUSTON + Off-peak,10/28/2020,HB_HOUSTON,LZ_HOUSTON,Off-peak,12/01/2020,-0.0264,0.1166,2020.DEC
STELLA_RN + HB_SOUTH + Off-peak,10/28/2020,STELLA_RN,HB_SOUTH,Off-peak,12/01/2020,-1.8878,0.6349,2020.DEC
HB_NORTH + HB_SOUTH + Off-peak,10/28/2020,HB_NORTH,HB_SOUTH,Off-peak,12/01/2020,-1.3354,0.1731,2020.DEC
GUADG_CCU1 + HB_SOUTH + Off-peak,10/28/2020,GUADG_CCU1,HB_SOUTH,Off-peak,12/01/2020,-1.4701,-0.237,2020.DEC
HB_WEST + HB_NORTH + PeakWE,10/28/2020,HB_WEST,HB_NORTH,PeakWE,12/01/2020,-0.8244,1.1862,2020.DEC
HB_SOUTH + HB_NORTH + PeakWE,10/28/2020,HB_SOUTH,HB_NORTH,PeakWE,12/01/2020,-4.5148,-0.6973,2020.DEC
FREC_2_CCU + HB_NORTH + PeakWE,10/28/2020,FREC_2_CCU,HB_NORTH,PeakWE,12/01/2020,-0.9965,-0.1144,2020.DEC
FREC_1_CCU + HB_NORTH + PeakWE,10/28/2020,FREC_1_CCU,HB_NORTH,PeakWE,12/01/2020,-0.7066,-0.2889,2020.DEC
DC_E + HB_NORTH + PeakWE,10/28/2020,DC_E,HB_NORTH,PeakWE,12/01/2020,-3.5059,-0.2625,2020.DEC
HB_SOUTH + HB_HOUSTON + PeakWE,10/28/2020,HB_SOUTH,HB_HOUSTON,PeakWE,12/01/2020,-2.1136,1.5226,2020.DEC
HB_NORTH + HB_HOUSTON + PeakWE,10/28/2020,HB_NORTH,HB_HOUSTON,PeakWE,12/01/2020,-0.7424,1.1687,2020.DEC
HB_WEST + LZ_WEST + PeakWE,10/28/2020,HB_WEST,LZ_WEST,PeakWE,12/01/2020,0.2449,2.3108,2020.DEC
HB_SOUTH + LZ_SOUTH + PeakWE,10/28/2020,HB_SOUTH,LZ_SOUTH,PeakWE,12/01/2020,-0.4754,0.9692,2020.DEC
HB_NORTH + LZ_NORTH + PeakWE,10/28/2020,HB_NORTH,LZ_NORTH,PeakWE,12/01/2020,-0.0773,0.16,2020.DEC
HB_SOUTH + LZ_LCRA + PeakWE,10/28/2020,HB_SOUTH,LZ_LCRA,PeakWE,12/01/2020,-1.8089,0.5535,2020.DEC
HB_HOUSTON + LZ_HOUSTON + PeakWE,10/28/2020,HB_HOUSTON,LZ_HOUSTON,PeakWE,12/01/2020,-0.0441,0.35,2020.DEC
STELLA_RN + HB_SOUTH + PeakWE,10/28/2020,STELLA_RN,HB_SOUTH,PeakWE,12/01/2020,-10.0625,0.7012,2020.DEC
NED_NEDIN_G1 + HB_SOUTH + PeakWE,10/28/2020,NED_NEDIN_G1,HB_SOUTH,PeakWE,12/01/2020,-11.2072,-11.2547,2020.DEC
HB_NORTH + HB_SOUTH + PeakWE,10/28/2020,HB_NORTH,HB_SOUTH,PeakWE,12/01/2020,-2.2128,-0.0377,2020.DEC
GUADG_CCU1 + HB_SOUTH + PeakWE,10/28/2020,GUADG_CCU1,HB_SOUTH,PeakWE,12/01/2020,-2.4724,-0.3128,2020.DEC
HB_WEST + HB_NORTH + PeakWD,10/28/2020,HB_WEST,HB_NORTH,PeakWD,12/01/2020,-1.0663,1.4655,2020.DEC
HB_SOUTH + HB_NORTH + PeakWD,10/28/2020,HB_SOUTH,HB_NORTH,PeakWD,12/01/2020,-3.7019,0.0263,2020.DEC
FREC_2_CCU + HB_NORTH + PeakWD,10/28/2020,FREC_2_CCU,HB_NORTH,PeakWD,12/01/2020,-1.7628,-0.1942,2020.DEC
FREC_1_CCU + HB_NORTH + PeakWD,10/28/2020,FREC_1_CCU,HB_NORTH,PeakWD,12/01/2020,-1.0732,-0.4181,2020.DEC
DC_E + HB_NORTH + PeakWD,10/28/2020,DC_E,HB_NORTH,PeakWD,12/01/2020,-8.2709,-0.5324,2020.DEC
HB_SOUTH + HB_HOUSTON + PeakWD,10/28/2020,HB_SOUTH,HB_HOUSTON,PeakWD,12/01/2020,-2.6531,1.8591,2020.DEC
HB_NORTH + HB_HOUSTON + PeakWD,10/28/2020,HB_NORTH,HB_HOUSTON,PeakWD,12/01/2020,-3.1556,0.9674,2020.DEC
HB_WEST + LZ_WEST + PeakWD,10/28/2020,HB_WEST,LZ_WEST,PeakWD,12/01/2020,0.2998,3.1413,2020.DEC
HB_SOUTH + LZ_SOUTH + PeakWD,10/28/2020,HB_SOUTH,LZ_SOUTH,PeakWD,12/01/2020,0.6029,1.5039,2020.DEC
HB_NORTH + LZ_NORTH + PeakWD,10/28/2020,HB_NORTH,LZ_NORTH,PeakWD,12/01/2020,0.037,0.2952,2020.DEC
HB_SOUTH + LZ_LCRA + PeakWD,10/28/2020,HB_SOUTH,LZ_LCRA,PeakWD,12/01/2020,-2.0651,1.0561,2020.DEC
HB_HOUSTON + LZ_HOUSTON + PeakWD,10/28/2020,HB_HOUSTON,LZ_HOUSTON,PeakWD,12/01/2020,0.0509,0.4256,2020.DEC
STELLA_RN + HB_SOUTH + PeakWD,10/28/2020,STELLA_RN,HB_SOUTH,PeakWD,12/01/2020,-13.0624,0.888,2020.DEC
NED_NEDIN_G1 + HB_SOUTH + PeakWD,10/28/2020,NED_NEDIN_G1,HB_SOUTH,PeakWD,12/01/2020,-12.6734,-15.0594,2020.DEC
HB_NORTH + HB_SOUTH + PeakWD,10/28/2020,HB_NORTH,HB_SOUTH,PeakWD,12/01/2020,-3.7093,-0.2514,2020.DEC
HB_WEST + HB_NORTH + PeakWD,02/03/2021,HB_WEST,HB_NORTH,PeakWD,03/01/2021,-1.0663,3.75,2021.MAR
HB_SOUTH + HB_NORTH + PeakWD,02/03/2021,HB_SOUTH,HB_NORTH,PeakWD,03/01/2021,-2.4956,-0.3623,2021.MAR
DC_E + HB_NORTH + PeakWD,02/03/2021,DC_E,HB_NORTH,PeakWD,03/01/2021,-8.2709,-0.25,2021.MAR
HB_SOUTH + HB_HOUSTON + PeakWD,02/03/2021,HB_SOUTH,HB_HOUSTON,PeakWD,03/01/2021,-1.1573,1.5977,2021.MAR
HB_NORTH + HB_HOUSTON + PeakWD,02/03/2021,HB_NORTH,HB_HOUSTON,PeakWD,03/01/2021,-3.1556,1.96,2021.MAR
DDPEC_GT1 + HB_HOUSTON + PeakWD,02/03/2021,DDPEC_GT1,HB_HOUSTON,PeakWD,03/01/2021,-2.229,-1.0721,2021.MAR
HB_WEST + LZ_WEST + Off-peak,02/03/2021,HB_WEST,LZ_WEST,Off-peak,03/01/2021,0.1825,2.4814,2021.MAR
HB_SOUTH + LZ_SOUTH + Off-peak,02/03/2021,HB_SOUTH,LZ_SOUTH,Off-peak,03/01/2021,-0.1926,0.5,2021.MAR
HB_NORTH + LZ_NORTH + Off-peak,02/03/2021,HB_NORTH,LZ_NORTH,Off-peak,03/01/2021,-0.145,0.1242,2021.MAR
HB_SOUTH + LZ_LCRA + Off-peak,02/03/2021,HB_SOUTH,LZ_LCRA,Off-peak,03/01/2021,-1.6086,-0.1005,2021.MAR
HB_HOUSTON + LZ_HOUSTON + Off-peak,02/03/2021,HB_HOUSTON,LZ_HOUSTON,Off-peak,03/01/2021,-0.0462,0.05,2021.MAR
STELLA_RN + HB_SOUTH + Off-peak,02/03/2021,STELLA_RN,HB_SOUTH,Off-peak,03/01/2021,-1.8475,1.6905,2021.MAR
HB_NORTH + HB_SOUTH + Off-peak,02/03/2021,HB_NORTH,HB_SOUTH,Off-peak,03/01/2021,-1.4812,0.4,2021.MAR
HB_WEST + HB_NORTH + Off-peak,02/03/2021,HB_WEST,HB_NORTH,Off-peak,03/01/2021,-0.3035,3.4056,2021.MAR
HB_SOUTH + HB_NORTH + Off-peak,02/03/2021,HB_SOUTH,HB_NORTH,Off-peak,03/01/2021,-2.7608,-0.4854,2021.MAR
DC_E + HB_NORTH + Off-peak,02/03/2021,DC_E,HB_NORTH,Off-peak,03/01/2021,-4.2681,-0.3747,2021.MAR
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,02/03/2021,PSG_PSG_GT2,HB_HOUSTON,Off-peak,03/01/2021,-0.2165,-0.2045,2021.MAR
HB_SOUTH + HB_HOUSTON + Off-peak,02/03/2021,HB_SOUTH,HB_HOUSTON,Off-peak,03/01/2021,-0.8974,0.0527,2021.MAR
HB_NORTH + HB_HOUSTON + Off-peak,02/03/2021,HB_NORTH,HB_HOUSTON,Off-peak,03/01/2021,-0.8196,0.65,2021.MAR
DDPEC_GT1 + HB_HOUSTON + Off-peak,02/03/2021,DDPEC_GT1,HB_HOUSTON,Off-peak,03/01/2021,-0.3585,-0.4416,2021.MAR
BTE_PUN1 + HB_HOUSTON + Off-peak,02/03/2021,BTE_PUN1,HB_HOUSTON,Off-peak,03/01/2021,-0.2693,-0.3195,2021.MAR
STELLA_RN + HB_SOUTH + PeakWE,02/03/2021,STELLA_RN,HB_SOUTH,PeakWE,03/01/2021,-10.0625,0.3721,2021.MAR
HB_NORTH + HB_SOUTH + PeakWE,02/03/2021,HB_NORTH,HB_SOUTH,PeakWE,03/01/2021,-2.2128,0.4918,2021.MAR
DUKE_GST1CCU + HB_SOUTH + PeakWE,02/03/2021,DUKE_GST1CCU,HB_SOUTH,PeakWE,03/01/2021,-11.2444,-6.29,2021.MAR
HB_WEST + HB_NORTH + PeakWE,02/03/2021,HB_WEST,HB_NORTH,PeakWE,03/01/2021,-0.605,3.64,2021.MAR
HB_SOUTH + HB_NORTH + PeakWE,02/03/2021,HB_SOUTH,HB_NORTH,PeakWE,03/01/2021,-2.625,-0.4918,2021.MAR
DC_E + HB_NORTH + PeakWE,02/03/2021,DC_E,HB_NORTH,PeakWE,03/01/2021,-3.5059,-0.1462,2021.MAR
HB_SOUTH + HB_HOUSTON + PeakWE,02/03/2021,HB_SOUTH,HB_HOUSTON,PeakWE,03/01/2021,-1.1131,1.8,2021.MAR
HB_NORTH + HB_HOUSTON + PeakWE,02/03/2021,HB_NORTH,HB_HOUSTON,PeakWE,03/01/2021,-0.4534,1.4685,2021.MAR
HB_WEST + LZ_WEST + PeakWD,02/03/2021,HB_WEST,LZ_WEST,PeakWD,03/01/2021,0.2998,2.6565,2021.MAR
HB_SOUTH + LZ_SOUTH + PeakWD,02/03/2021,HB_SOUTH,LZ_SOUTH,PeakWD,03/01/2021,0.4697,2.6656,2021.MAR
HB_NORTH + LZ_NORTH + PeakWD,02/03/2021,HB_NORTH,LZ_NORTH,PeakWD,03/01/2021,0.037,0.85,2021.MAR
HB_SOUTH + LZ_LCRA + PeakWD,02/03/2021,HB_SOUTH,LZ_LCRA,PeakWD,03/01/2021,-2.0651,0.91,2021.MAR
HB_HOUSTON + LZ_HOUSTON + PeakWD,02/03/2021,HB_HOUSTON,LZ_HOUSTON,PeakWD,03/01/2021,-0.0019,0.2669,2021.MAR
STELLA_RN + HB_SOUTH + PeakWD,02/03/2021,STELLA_RN,HB_SOUTH,PeakWD,03/01/2021,-13.0624,0.3868,2021.MAR
HB_NORTH + HB_SOUTH + PeakWD,02/03/2021,HB_NORTH,HB_SOUTH,PeakWD,03/01/2021,-3.7093,0.3623,2021.MAR
DUKE_GST1CCU + HB_SOUTH + PeakWD,02/03/2021,DUKE_GST1CCU,HB_SOUTH,PeakWD,03/01/2021,-23.2356,-10.9591,2021.MAR
HB_WEST + LZ_WEST + PeakWE,02/03/2021,HB_WEST,LZ_WEST,PeakWE,03/01/2021,0.2449,2.4676,2021.MAR
HB_SOUTH + LZ_SOUTH + PeakWE,02/03/2021,HB_SOUTH,LZ_SOUTH,PeakWE,03/01/2021,-0.4754,1.8917,2021.MAR
HB_NORTH + LZ_NORTH + PeakWE,02/03/2021,HB_NORTH,LZ_NORTH,PeakWE,03/01/2021,-0.0773,0.23,2021.MAR
HB_SOUTH + LZ_LCRA + PeakWE,02/03/2021,HB_SOUTH,LZ_LCRA,PeakWE,03/01/2021,-1.8089,0.46,2021.MAR
HB_HOUSTON + LZ_HOUSTON + PeakWE,02/03/2021,HB_HOUSTON,LZ_HOUSTON,PeakWE,03/01/2021,-0.0278,0.1237,2021.MAR
HB_SOUTH + HB_HOUSTON + PeakWD,03/03/2021,HB_SOUTH,HB_HOUSTON,PeakWD,04/01/2021,-0.9434,2.0193,2021.APR
HB_NORTH + HB_HOUSTON + PeakWD,03/03/2021,HB_NORTH,HB_HOUSTON,PeakWD,04/01/2021,-3.1556,2.86,2021.APR
DDPEC_GT1 + HB_HOUSTON + PeakWD,03/03/2021,DDPEC_GT1,HB_HOUSTON,PeakWD,04/01/2021,-2.229,-1.7386,2021.APR
HB_WEST + LZ_WEST + Off-peak,03/03/2021,HB_WEST,LZ_WEST,Off-peak,04/01/2021,0.1812,2.4,2021.APR
HB_SOUTH + LZ_SOUTH + Off-peak,03/03/2021,HB_SOUTH,LZ_SOUTH,Off-peak,04/01/2021,-0.2013,0.5,2021.APR
HB_NORTH + LZ_NORTH + Off-peak,03/03/2021,HB_NORTH,LZ_NORTH,Off-peak,04/01/2021,-0.145,0.5,2021.APR
HB_SOUTH + LZ_LCRA + Off-peak,03/03/2021,HB_SOUTH,LZ_LCRA,Off-peak,04/01/2021,-1.6086,-0.1005,2021.APR
HB_HOUSTON + LZ_HOUSTON + Off-peak,03/03/2021,HB_HOUSTON,LZ_HOUSTON,Off-peak,04/01/2021,-0.0462,0.0714,2021.APR
STELLA_RN + HB_SOUTH + Off-peak,03/03/2021,STELLA_RN,HB_SOUTH,Off-peak,04/01/2021,-1.8475,1.4916,2021.APR
HB_NORTH + HB_SOUTH + Off-peak,03/03/2021,HB_NORTH,HB_SOUTH,Off-peak,04/01/2021,-4.7199,0.59,2021.APR
HB_WEST + HB_NORTH + Off-peak,03/03/2021,HB_WEST,HB_NORTH,Off-peak,04/01/2021,-0.3035,3.4145,2021.APR
HB_SOUTH + HB_NORTH + Off-peak,03/03/2021,HB_SOUTH,HB_NORTH,Off-peak,04/01/2021,-2.7608,-0.2464,2021.APR
DC_E + HB_NORTH + Off-peak,03/03/2021,DC_E,HB_NORTH,Off-peak,04/01/2021,-4.2681,-0.3747,2021.APR
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,03/03/2021,PSG_PSG_GT2,HB_HOUSTON,Off-peak,04/01/2021,-0.2165,-0.2045,2021.APR
HB_SOUTH + HB_HOUSTON + Off-peak,03/03/2021,HB_SOUTH,HB_HOUSTON,Off-peak,04/01/2021,-0.8974,0.0527,2021.APR
HB_NORTH + HB_HOUSTON + Off-peak,03/03/2021,HB_NORTH,HB_HOUSTON,Off-peak,04/01/2021,-2.0976,0.9507,2021.APR
DDPEC_GT1 + HB_HOUSTON + Off-peak,03/03/2021,DDPEC_GT1,HB_HOUSTON,Off-peak,04/01/2021,-0.3585,-0.4004,2021.APR
BTE_PUN1 + HB_HOUSTON + Off-peak,03/03/2021,BTE_PUN1,HB_HOUSTON,Off-peak,04/01/2021,-0.2693,-0.2499,2021.APR
HB_WEST + LZ_WEST + PeakWE,03/03/2021,HB_WEST,LZ_WEST,PeakWE,04/01/2021,0.172,2.0324,2021.APR
HB_SOUTH + LZ_SOUTH + PeakWE,03/03/2021,HB_SOUTH,LZ_SOUTH,PeakWE,04/01/2021,-10.5606,2.45,2021.APR
HB_NORTH + LZ_NORTH + PeakWE,03/03/2021,HB_NORTH,LZ_NORTH,PeakWE,04/01/2021,-0.0773,0.6632,2021.APR
HB_SOUTH + LZ_LCRA + PeakWE,03/03/2021,HB_SOUTH,LZ_LCRA,PeakWE,04/01/2021,-1.8089,0.46,2021.APR
HB_HOUSTON + LZ_HOUSTON + PeakWE,03/03/2021,HB_HOUSTON,LZ_HOUSTON,PeakWE,04/01/2021,-0.0684,0.2561,2021.APR
STELLA_RN + HB_SOUTH + PeakWE,03/03/2021,STELLA_RN,HB_SOUTH,PeakWE,04/01/2021,-10.0625,0.3731,2021.APR
HB_NORTH + HB_SOUTH + PeakWE,03/03/2021,HB_NORTH,HB_SOUTH,PeakWE,04/01/2021,-8.0597,0.35,2021.APR
DUKE_GST1CCU + HB_SOUTH + PeakWE,03/03/2021,DUKE_GST1CCU,HB_SOUTH,PeakWE,04/01/2021,-11.2444,-6.29,2021.APR
HB_WEST + HB_NORTH + PeakWE,03/03/2021,HB_WEST,HB_NORTH,PeakWE,04/01/2021,-0.605,3.78,2021.APR
HB_SOUTH + HB_NORTH + PeakWE,03/03/2021,HB_SOUTH,HB_NORTH,PeakWE,04/01/2021,-2.625,-0.35,2021.APR
DC_E + HB_NORTH + PeakWE,03/03/2021,DC_E,HB_NORTH,PeakWE,04/01/2021,-3.5059,-0.1462,2021.APR
HB_SOUTH + HB_HOUSTON + PeakWE,03/03/2021,HB_SOUTH,HB_HOUSTON,PeakWE,04/01/2021,-1.1131,2.38,2021.APR
HB_NORTH + HB_HOUSTON + PeakWE,03/03/2021,HB_NORTH,HB_HOUSTON,PeakWE,04/01/2021,-3.1277,2.46,2021.APR
DDPEC_GT1 + HB_HOUSTON + PeakWE,03/03/2021,DDPEC_GT1,HB_HOUSTON,PeakWE,04/01/2021,-1.6074,-1.0646,2021.APR
HB_WEST + LZ_WEST + PeakWD,03/03/2021,HB_WEST,LZ_WEST,PeakWD,04/01/2021,0.2647,2.2346,2021.APR
HB_SOUTH + LZ_SOUTH + PeakWD,03/03/2021,HB_SOUTH,LZ_SOUTH,PeakWD,04/01/2021,-0.3842,3.03,2021.APR
HB_NORTH + LZ_NORTH + PeakWD,03/03/2021,HB_NORTH,LZ_NORTH,PeakWD,04/01/2021,0.037,0.85,2021.APR
HB_SOUTH + LZ_LCRA + PeakWD,03/03/2021,HB_SOUTH,LZ_LCRA,PeakWD,04/01/2021,-2.0651,0.91,2021.APR
HB_HOUSTON + LZ_HOUSTON + PeakWD,03/03/2021,HB_HOUSTON,LZ_HOUSTON,PeakWD,04/01/2021,-0.0947,0.3309,2021.APR
STELLA_RN + HB_SOUTH + PeakWD,03/03/2021,STELLA_RN,HB_SOUTH,PeakWD,04/01/2021,-13.0624,0.3797,2021.APR
