Operations_Name,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
895_D,Line,To - From,-192.6,192.6,Hard Constraint,DPRSVLS5,DEC_2022,PeakWD,293.9
895_D,Line,To - From,-192.6,192.6,Hard Constraint,DPRSVLS5,DEC_2022,PeakWE,26.83
871_A,Line,To - From,-127.8,127.8,Hard Constraint,DPRSVLS5,DEC_2022,Off-peak,206.07
106_A,Line,To - From,-1677.6,1677.6,Hard Constraint,SHCKRNK5,DEC_2022,PeakWD,884.02
106_A,Line,To - From,-1677.6,1677.6,Hard Constraint,SHCKRNK5,DEC_2022,PeakWE,72.92
6017,Line,From - To,1719.9,1719.9,Hard Constraint,DTVWJON5,DEC_2022,Off-peak,458.14
6017,Line,From - To,1719.9,1719.9,Hard Constraint,DTVWJON5,DEC_2022,PeakWD,621.74
6017,Line,From - To,1719.9,1719.9,Hard Constraint,DTVWJON5,DEC_2022,PeakWE,210.99
495,Line,To - From,-1100.7,1100.7,Hard Constraint,DTVWSHR5,DEC_2022,Off-peak,21.25
310,Line,From - To,1118.7,1118.7,Hard Constraint,DTVWSHR5,DEC_2022,Off-peak,147.33
310,Line,From - To,1118.7,1118.7,Hard Constraint,DTVWSHR5,DEC_2022,PeakWD,689.27
310,Line,From - To,1118.7,1118.7,Hard Constraint,DTVWSHR5,DEC_2022,PeakWE,209.5
587,Line,To - From,-192.6,192.6,Hard Constraint,DLWSRNK5,DEC_2022,Off-peak,4190.37
587,Line,To - From,-192.6,192.6,Hard Constraint,DLWSRNK5,DEC_2022,PeakWD,5627.67
587,Line,To - From,-192.6,192.6,Hard Constraint,DLWSRNK5,DEC_2022,PeakWE,2606.77
1210_B,Line,To - From,-85.5,85.5,Hard Constraint,XTRS258,DEC_2022,Off-peak,50.8
1210_B,Line,To - From,-85.5,85.5,Hard Constraint,XTRS258,DEC_2022,PeakWD,43.48
1210_B,Line,To - From,-85.5,85.5,Hard Constraint,XTRS258,DEC_2022,PeakWE,49.53
6125_C,Line,To - From,-192.6,192.6,Hard Constraint,DEVRHLS8,DEC_2022,Off-peak,901.31
6125_C,Line,To - From,-192.6,192.6,Hard Constraint,DEVRHLS8,DEC_2022,PeakWD,3521.86
6125_C,Line,To - From,-192.6,192.6,Hard Constraint,DEVRHLS8,DEC_2022,PeakWE,1184.63
941_F,Line,To - From,-180.9,180.9,Hard Constraint,SENWSHK8,DEC_2022,Off-peak,22.46
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_BW_25,DEC_2022,Off-peak,43.42
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_SBRN5,DEC_2022,Off-peak,209.68
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_BW_25,DEC_2022,PeakWD,110.44
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_SBRN5,DEC_2022,PeakWD,47.15
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_BW_25,DEC_2022,PeakWE,36.41
CRTVLE_EINSTEN,Line,To - From,-266.4,266.4,Hard Constraint,SW_SBRN5,DEC_2022,PeakWE,22.39
100027_D,Line,From - To,68.4,68.4,Hard Constraint,DBUCBWN5,DEC_2022,Off-peak,41.63
100027_D,Line,From - To,68.4,68.4,Hard Constraint,DWSHNAV5,DEC_2022,PeakWD,35.47
100027_D,Line,From - To,68.4,68.4,Hard Constraint,DWSHNAV5,DEC_2022,PeakWE,70.77
100027_D,Line,To - From,-68.4,68.4,Hard Constraint,SBOSELM5,DEC_2022,PeakWE,12.47
175,Line,From - To,946.8,946.8,Hard Constraint,SSGVTRC5,DEC_2022,Off-peak,18.3
1263_B,Line,From - To,220.5,220.5,Hard Constraint,DRYSFOR5,DEC_2022,Off-peak,32.33
1263_B,Line,From - To,220.5,220.5,Hard Constraint,DRYSFOR5,DEC_2022,PeakWD,172.1
1263_B,Line,From - To,220.5,220.5,Hard Constraint,DRYSFOR5,DEC_2022,PeakWE,84.19
3160_A,Line,From - To,177.3,177.3,Hard Constraint,DCDHMCS8,DEC_2022,Off-peak,166.52
3160_A,Line,From - To,177.3,177.3,Hard Constraint,DCDHMCS8,DEC_2022,PeakWD,2014.78
3160_A,Line,From - To,177.3,177.3,Hard Constraint,DCDHMCS8,DEC_2022,PeakWE,309.31
GRB_GRBY,Line,To - From,-63.9,63.9,Hard Constraint,SWNDWHT9,DEC_2022,Off-peak,6.46
GRB_GRBY,Line,To - From,-63.9,63.9,Hard Constraint,SWNDWHT9,DEC_2022,PeakWD,46.85
BUS_DANS,Line,To - From,-117.0,117.0,Hard Constraint,XDAN89,DEC_2022,Off-peak,11.06
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,DBUCBWN5,DEC_2022,Off-peak,2.34
NAC_L1,Line,To - From,-114.3,114.3,Hard Constraint,SBWNRAD5,DEC_2022,Off-peak,2.27
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,DBUCBWN5,DEC_2022,PeakWD,37.93
NAC_L1,Line,To - From,-114.3,114.3,Hard Constraint,DBUCBWN5,DEC_2022,PeakWE,3.9
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,DBUCBWN5,DEC_2022,PeakWE,15.86
282,Line,To - From,-1100.7,1100.7,Hard Constraint,DTHSLCS5,DEC_2022,PeakWD,17.62
138_FLT_PGC,Line,From - To,368.1,368.1,Hard Constraint,SPIGSOL8,DEC_2022,Off-peak,0.2
138_RET_CYS,Line,From - To,368.1,368.1,Hard Constraint,,DEC_2022,Off-peak,2.2
138_RET_CYS,Line,From - To,368.1,368.1,Hard Constraint,DBAKSOL5,DEC_2022,PeakWD,2.92
138_RET_CYS,Line,To - From,-368.1,368.1,Hard Constraint,DMCDSHP8,DEC_2022,PeakWE,0.66
138_RET_CYS,Line,From - To,368.1,368.1,Hard Constraint,DMGSQAL5,DEC_2022,PeakWE,2.12
138_RET_EGT,Line,From - To,368.1,368.1,Hard Constraint,DMCDSHP8,DEC_2022,Off-peak,2.11
138_RET_EGT,Line,From - To,368.1,368.1,Hard Constraint,DMCDSHP8,DEC_2022,PeakWE,0.66
138_BLT_FLK,Line,To - From,-368.1,368.1,Hard Constraint,DCAGCO58,DEC_2022,Off-peak,3.37
138_BLT_FLK,Line,To - From,-368.1,368.1,Hard Constraint,DBAKSOL5,DEC_2022,PeakWD,2.92
138_BLT_FLK,Line,To - From,-368.1,368.1,Hard Constraint,DMGSQAL5,DEC_2022,PeakWE,2.12
138_AIR_ALS,Line,From - To,156.6,156.6,Hard Constraint,STOMLYN8,DEC_2022,Off-peak,102.12
138_AIR_ALS,Line,From - To,156.6,156.6,Hard Constraint,DBAKSOL5,DEC_2022,PeakWD,19.95
138_AIR_ALS,Line,From - To,156.6,156.6,Hard Constraint,DBAKSOL5,DEC_2022,PeakWE,20.0
G138_4C,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,Off-peak,0.34
G138_4C,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,PeakWD,2.0
TXC_CAD2,Line,From - To,430.2,430.2,Hard Constraint,STXCCA28,DEC_2022,PeakWE,0.06
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,Off-peak,7.39
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,Off-peak,20.07
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,PeakWD,10.33
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,PeakWD,45.66
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,DEC_2022,PeakWD,1.03
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,DAMOAP98,DEC_2022,PeakWE,1.22
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,PeakWE,0.26
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,DEC_2022,PeakWE,11.75
G138_8B,Line,To - From,-217.8,217.8,Hard Constraint,SMDOPHR5,DEC_2022,Off-peak,3.27
G138_8B,Line,To - From,-217.8,217.8,Hard Constraint,SMDOPHR5,DEC_2022,PeakWE,9.16
G138_10B,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,DEC_2022,Off-peak,5617.65
G138_10B,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,DEC_2022,PeakWD,11644.72
G138_10B,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,DEC_2022,PeakWE,3800.02
_WC_WCO2,Line,To - From,-391.5,391.5,Hard Constraint,SWCOWC8,DEC_2022,Off-peak,4.97
_WC_WCO2,Line,To - From,-391.5,391.5,Hard Constraint,SWCOWC8,DEC_2022,PeakWD,1.36
_WC_WCO2,Line,To - From,-391.5,391.5,Hard Constraint,SWCOWC8,DEC_2022,PeakWE,7.93
G138_15,Line,To - From,-190.8,190.8,Hard Constraint,SGAMANG8,DEC_2022,Off-peak,2.48
G138_15,Line,To - From,-190.8,190.8,Hard Constraint,XGAM85,DEC_2022,Off-peak,9.7
G138_15,Line,From - To,190.8,190.8,Hard Constraint,DZENADK8,DEC_2022,PeakWD,8.65
G138_15,Line,To - From,-190.8,190.8,Hard Constraint,XGAM85,DEC_2022,PeakWD,12.61
G138_15,Line,To - From,-190.8,190.8,Hard Constraint,XGAM85,DEC_2022,PeakWE,6.1
G138_17,Line,To - From,-190.8,190.8,Hard Constraint,SSWEBRA8,DEC_2022,Off-peak,0.19
G138_17,Line,To - From,-190.8,190.8,Hard Constraint,SRT2WC8,DEC_2022,PeakWD,11.37
G138_17,Line,To - From,-190.8,190.8,Hard Constraint,SRT2WC8,DEC_2022,PeakWE,13.67
138_FMF_LNV,Line,From - To,342.0,342.0,Hard Constraint,SSWEBRA8,DEC_2022,Off-peak,1.52
G69_V,Line,From - To,171.0,171.0,Hard Constraint,SLINFM58,DEC_2022,Off-peak,2.44
G69_V,Line,To - From,-171.0,171.0,Hard Constraint,SLINSCL8,DEC_2022,Off-peak,7.12
G69_V,Line,From - To,171.0,171.0,Hard Constraint,SLINFM58,DEC_2022,PeakWD,3.23
G69_V,Line,To - From,-171.0,171.0,Hard Constraint,SLINSCL8,DEC_2022,PeakWD,1.97
G69_V,Line,From - To,171.0,171.0,Hard Constraint,SLINFM58,DEC_2022,PeakWE,0.13
G69_V,Line,To - From,-171.0,171.0,Hard Constraint,SLINSCL8,DEC_2022,PeakWE,0.62
AZ_SL_85,Line,From - To,343.8,343.8,Hard Constraint,DQNM_AZ8,DEC_2022,PeakWD,50.4
AZ_SL_85,Line,From - To,343.8,343.8,Hard Constraint,DQNM_AZ8,DEC_2022,PeakWE,24.0
DOLRUS84,Line,From - To,430.2,430.2,Hard Constraint,SCBYCTR5,DEC_2022,Off-peak,38.77
DOLRUS84,Line,From - To,430.2,430.2,Hard Constraint,SCBYCTR5,DEC_2022,PeakWD,54.03
DOLRUS84,Line,From - To,430.2,430.2,Hard Constraint,DPHRBBP8,DEC_2022,PeakWE,11.84
BT_EXN66,Line,From - To,472.5,472.5,Hard Constraint,DCBYDKR8,DEC_2022,PeakWE,81.73
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,DTID_SC8,DEC_2022,Off-peak,617.02
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,SBERSC8,DEC_2022,Off-peak,25.64
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,DTID_SC8,DEC_2022,PeakWD,2676.78
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,SBERSC8,DEC_2022,PeakWD,5.58
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,DTID_SC8,DEC_2022,PeakWE,627.61
BCVLY_03,Line,From - To,392.4,392.4,Hard Constraint,SBERSC8,DEC_2022,PeakWE,19.58
MTSRVR94,Line,To - From,-388.8,388.8,Hard Constraint,SRVRLIG8,DEC_2022,Off-peak,4.26
MTSRVR94,Line,To - From,-388.8,388.8,Hard Constraint,SRVRLIG8,DEC_2022,PeakWD,1.94
MTSRVR94,Line,To - From,-388.8,388.8,Hard Constraint,SRVRLIG8,DEC_2022,PeakWE,1.93
CO_PL_84,Line,To - From,-301.4,301.4,Hard Constraint,DTRVPIR8,DEC_2022,Off-peak,8.78
CO_PL_84,Line,To - From,-271.6,271.6,Hard Constraint,DTRVPIR8,DEC_2022,PeakWE,14.35
CO_PL_84,Line,To - From,-271.6,271.6,Hard Constraint,SPLBER8,DEC_2022,PeakWE,2.68
DKREXN83,Line,From - To,430.2,430.2,Hard Constraint,DBT_TRN8,DEC_2022,PeakWD,323.77
DKREXN83,Line,From - To,430.2,430.2,Hard Constraint,DBT_TRN8,DEC_2022,PeakWE,34.78
DPWLYD70,Line,From - To,430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,Off-peak,39.11
DPWLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDPGBSD5,DEC_2022,PeakWD,6.11
DPWLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,PeakWE,35.92
DPWLYD70,Line,From - To,430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,PeakWE,18.96
DPWLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDPGBSD5,DEC_2022,PeakWE,2.91
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,Off-peak,17.69
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDPGBSD5,DEC_2022,Off-peak,4.54
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,SLYDDPW8,DEC_2022,Off-peak,15.56
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,PeakWD,77.8
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDPGBSD5,DEC_2022,PeakWD,6.15
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDAVGB25,DEC_2022,PeakWE,17.22
GBYLYD70,Line,To - From,-430.2,430.2,Hard Constraint,DDPGBSD5,DEC_2022,PeakWE,2.93
LANMB_86,Line,To - From,-472.5,472.5,Hard Constraint,DCBYJOR5,DEC_2022,PeakWD,45.1
LANMB_86,Line,To - From,-472.5,472.5,Hard Constraint,DCBYJOR5,DEC_2022,PeakWE,5.36
CHSKG_94,Line,To - From,-412.2,412.2,Hard Constraint,SCHARVR8,DEC_2022,PeakWE,1.96
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,DKG_NB_5,DEC_2022,Off-peak,3.99
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,SCHARVR8,DEC_2022,Off-peak,11.21
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,SEXGBY8,DEC_2022,Off-peak,14.92
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,SCHARVR8,DEC_2022,PeakWD,2.98
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,XGB2Y58,DEC_2022,PeakWD,38.09
LHMPSA08,Line,To - From,-390.6,390.6,Hard Constraint,DBCVPSA8,DEC_2022,PeakWE,3.35
LHMPSA08,Line,To - From,-390.6,390.6,Hard Constraint,SCHARVR8,DEC_2022,PeakWE,0.61
LHMPSA08,Line,From - To,390.6,390.6,Hard Constraint,XGB2Y58,DEC_2022,PeakWE,0.42
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DDOL_SL8,DEC_2022,Off-peak,87.52
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DQABSRB8,DEC_2022,Off-peak,96.46
JFSSC_06,Line,To - From,-472.5,472.5,Hard Constraint,DKG_NB_5,DEC_2022,PeakWD,37.5
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DMYKPA_8,DEC_2022,PeakWD,152.86
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DMYKPA_8,DEC_2022,PeakWE,131.05
BOGSL_85,Line,To - From,-430.2,430.2,Hard Constraint,DDOL_SL8,DEC_2022,Off-peak,0.52
BOGSL_85,Line,From - To,430.2,430.2,Hard Constraint,DDOL_SL8,DEC_2022,Off-peak,4.96
BOGSL_85,Line,From - To,430.2,430.2,Hard Constraint,DDOL_SL8,DEC_2022,PeakWD,6.72
BOGSL_85,Line,From - To,430.2,430.2,Hard Constraint,DDOL_SL8,DEC_2022,PeakWE,3.2
TLRWAS84,Line,From - To,319.9,319.9,Hard Constraint,DTID_SC8,DEC_2022,Off-peak,297.05
TLRWAS84,Line,From - To,328.6,328.6,Hard Constraint,DTID_SC8,DEC_2022,PeakWD,390.27
TLRWAS84,Line,From - To,294.0,294.0,Hard Constraint,DTID_SC8,DEC_2022,PeakWE,167.42
PR_PRS33,Line,From - To,43.0,43.0,Hard Constraint,DBUCBWN5,DEC_2022,Off-peak,25.87
PR_PRS33,Line,To - From,-43.0,43.0,Hard Constraint,DBUCBWN5,DEC_2022,PeakWD,29.93
PR_PRS33,Line,From - To,43.0,43.0,Hard Constraint,DBUCBWN5,DEC_2022,PeakWD,117.2
PR_PRS33,Line,To - From,-43.0,43.0,Hard Constraint,DBUCBWN5,DEC_2022,PeakWE,5.36
PR_PRS33,Line,From - To,43.0,43.0,Hard Constraint,DBUCBWN5,DEC_2022,PeakWE,59.35
BBPBYU79,Line,From - To,430.2,430.2,Hard Constraint,DBYUMRN8,DEC_2022,Off-peak,6.74
BBPBYU79,Line,To - From,-430.2,430.2,Hard Constraint,SPHRBYU8,DEC_2022,Off-peak,2.06
BBPBYU79,Line,From - To,430.2,430.2,Hard Constraint,DMRNRUS8,DEC_2022,PeakWD,2.3
BBPBYU79,Line,To - From,-430.2,430.2,Hard Constraint,DPHRBBP8,DEC_2022,PeakWD,1.44
BBPBYU79,Line,From - To,430.2,430.2,Hard Constraint,DBYUMRN8,DEC_2022,PeakWE,0.72
BBPBYU79,Line,From - To,430.2,430.2,Hard Constraint,DMRNRUS8,DEC_2022,PeakWE,0.65
BBPBYU79,Line,To - From,-430.2,430.2,Hard Constraint,SPHRBYU8,DEC_2022,PeakWE,0.71
BBPBYU79,Line,To - From,-430.2,430.2,Hard Constraint,SPWLBBP8,DEC_2022,PeakWE,0.38
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DHJWFCK5,DEC_2022,Off-peak,216.95
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWLFHLJ5,DEC_2022,Off-peak,156.74
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFCK5,DEC_2022,Off-peak,217.84
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFWP5,DEC_2022,Off-peak,39.05
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWLFHLJ5,DEC_2022,PeakWD,452.45
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFCK5,DEC_2022,PeakWD,449.99
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFWP5,DEC_2022,PeakWD,1864.77
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWLFHLJ5,DEC_2022,PeakWE,571.42
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFCK5,DEC_2022,PeakWE,503.83
DOWOAS18,Line,From - To,1182.6,1182.6,Hard Constraint,DWPWFWP5,DEC_2022,PeakWE,69.32
LC_NEW60,Line,From - To,472.5,472.5,Hard Constraint,SEBHUG8,DEC_2022,Off-peak,9.33
LC_NEW60,Line,From - To,472.5,472.5,Hard Constraint,SEBHUG8,DEC_2022,PeakWD,321.62
LC_NEW60,Line,From - To,472.5,472.5,Hard Constraint,SEBHUG8,DEC_2022,PeakWE,68.62
LC_NEW60,Line,From - To,472.5,472.5,Hard Constraint,SWRDYN8,DEC_2022,PeakWE,11.62
SN_STR26,Line,From - To,262.8,262.8,Hard Constraint,SVLGLO8,DEC_2022,PeakWD,351.54
JGFTGF60,Line,To - From,-168.7,168.7,Hard Constraint,,DEC_2022,Off-peak,18.21
JGFTGF60,Line,From - To,77.9,77.9,Hard Constraint,,DEC_2022,PeakWD,110.53
JGFTGF60,Line,From - To,99.4,99.4,Hard Constraint,,DEC_2022,PeakWE,28.9
THWZEN71,Line,From - To,1182.6,1182.6,Hard Constraint,SZENTH35,DEC_2022,PeakWD,275.17
GN_PZ_08,Line,From - To,348.3,348.3,Hard Constraint,SMDOOAS5,DEC_2022,Off-peak,279.57
GN_PZ_08,Line,From - To,348.3,348.3,Hard Constraint,SMDOOAS5,DEC_2022,PeakWD,24.17
GN_PZ_08,Line,From - To,348.3,348.3,Hard Constraint,SMDOOAS5,DEC_2022,PeakWE,147.63
BUNHOC08,Line,From - To,472.5,472.5,Hard Constraint,DBI_GT_8,DEC_2022,PeakWD,260.44
BUNHOC08,Line,From - To,472.5,472.5,Hard Constraint,DBI_GT_8,DEC_2022,PeakWE,15.63
GT_GT_90,Line,From - To,472.5,472.5,Hard Constraint,DGBY_KG5,DEC_2022,PeakWD,557.77
MIDMID90A,Line,To - From,-472.5,472.5,Hard Constraint,DGBY_KG5,DEC_2022,PeakWE,49.19
P5_X1,Line,From - To,334.9,334.9,Hard Constraint,DCAGPIN8,DEC_2022,Off-peak,520.06
P5_X1,Line,From - To,355.8,355.8,Hard Constraint,DCAGPIN8,DEC_2022,PeakWD,2235.72
P5_X1,Line,From - To,335.9,335.9,Hard Constraint,DCAGPIN8,DEC_2022,PeakWE,820.41
D5_J0,Line,To - From,-254.7,254.7,Hard Constraint,DCALBEC8,DEC_2022,PeakWE,79.04
E1_R2,Line,To - From,-247.5,247.5,Hard Constraint,SP5CAG8,DEC_2022,PeakWD,179.73
Temporary Split-Bus Topology (Outages),Line,To - From,-430.2,430.2,Hard Constraint,SBRACAL8,DEC_2022,Off-peak,1.62
Temporary Split-Bus Topology (Outages),Line,To - From,-430.2,430.2,Hard Constraint,DBRNSTR8,DEC_2022,PeakWD,43.89
Temporary Split-Bus Topology (Outages),Line,To - From,-430.2,430.2,Hard Constraint,DBRNSTR8,DEC_2022,PeakWE,18.92
PAWNEE_SPRUCE,Line,To - From,-968.4,968.4,Hard Constraint,DELMSAN5,DEC_2022,Off-peak,836.18
PAWNEE_SPRUCE,Line,To - From,-968.4,968.4,Hard Constraint,DELMSAN5,DEC_2022,PeakWD,2470.57
PAWNEE_SPRUCE,Line,To - From,-968.4,968.4,Hard Constraint,DELMSAN5,DEC_2022,PeakWE,1278.85
JACKCNTY_JOPLI,Line,From - To,237.6,237.6,Hard Constraint,,DEC_2022,Off-peak,2.48
LOOP_VICTORIA,Line,To - From,-155.7,155.7,Hard Constraint,DVICEDN8,DEC_2022,Off-peak,18.35
LOOP_VICTORIA,Line,To - From,-155.7,155.7,Hard Constraint,DVICEDN8,DEC_2022,PeakWE,35.11
CHOATE_CHARCO,Line,From - To,41.1,41.1,Hard Constraint,DVICCO89,DEC_2022,Off-peak,900.04
CHOATE_CHARCO,Line,From - To,41.6,41.6,Hard Constraint,DVICCO89,DEC_2022,PeakWD,153.9
CHOATE_CHARCO,Line,From - To,42.0,42.0,Hard Constraint,DVICCO89,DEC_2022,PeakWE,714.22
BURNS_RIOHONDO,Line,To - From,-170.1,170.1,Hard Constraint,SBONNED5,DEC_2022,PeakWD,8682.17
BURNS_RIOHONDO,Line,To - From,-170.1,170.1,Hard Constraint,SBONNED5,DEC_2022,PeakWE,3032.17
RIOHND_ERIOHND,Line,To - From,-170.1,170.1,Hard Constraint,SBONNED5,DEC_2022,Off-peak,14.84
RIOHND_ERIOHND,Line,From - To,170.1,170.1,Hard Constraint,SMV_PAR8,DEC_2022,Off-peak,37.97
RIOHND_ERIOHND,Line,To - From,-170.1,170.1,Hard Constraint,SBONNED5,DEC_2022,PeakWD,1.41
RIOHND_ERIOHND,Line,From - To,170.1,170.1,Hard Constraint,SMV_PAR8,DEC_2022,PeakWD,105.68
RIOHND_ERIOHND,Line,To - From,-170.1,170.1,Hard Constraint,SBONNED5,DEC_2022,PeakWE,2.66
RIOHND_ERIOHND,Line,From - To,170.1,170.1,Hard Constraint,SMV_PAR8,DEC_2022,PeakWE,60.26
REDGATE_REDGSC,Line,To - From,-236.7,236.7,Hard Constraint,,DEC_2022,PeakWD,3.36
DOWNIE_READIN1,Line,From - To,109.8,109.8,Hard Constraint,SBATPEA8,DEC_2022,PeakWD,545.59
DOWNIE_READIN1,Line,From - To,109.8,109.8,Hard Constraint,DBUCBWN5,DEC_2022,PeakWE,54.86
DOWNIE_READIN1,Line,From - To,109.8,109.8,Hard Constraint,SBWNRAD5,DEC_2022,PeakWE,457.1
LPLMK_LPLCO,Line,To - From,-117.5,117.5,Hard Constraint,XLP259,DEC_2022,Off-peak,13.29
LPLMK_LPLCO,Line,To - From,-117.5,117.5,Hard Constraint,XLP259,DEC_2022,PeakWD,60.26
LPLMK_LPLNE,Line,From - To,195.9,195.9,Hard Constraint,SBWDDBM5,DEC_2022,Off-peak,18278.26
LPLMK_LPLNE,Line,From - To,195.9,195.9,Hard Constraint,SBWDDBM5,DEC_2022,PeakWD,14966.62
LPLMK_LPLNE,Line,From - To,195.9,195.9,Hard Constraint,SBWDDBM5,DEC_2022,PeakWE,5899.0
CKT_3124,Line,From - To,1080.0,1080.0,Hard Constraint,DSTPHLJ5,DEC_2022,Off-peak,278.78
CKT_3124,Line,From - To,1080.0,1080.0,Hard Constraint,DSTPHLJ5,DEC_2022,PeakWE,25.27
SCARBI_TITAN_1,Line,To - From,-210.0,210.0,Hard Constraint,SSTILOM8,DEC_2022,Off-peak,221.87
SCARBI_TITAN_1,Line,To - From,-208.2,208.2,Hard Constraint,SSTILOM8,DEC_2022,PeakWD,668.53
SCARBI_TITAN_1,Line,To - From,-203.7,203.7,Hard Constraint,SSTILOM8,DEC_2022,PeakWE,284.21
T-102,Line,To - From,-347.4,347.4,Hard Constraint,,DEC_2022,Off-peak,2.48
T-102,Line,To - From,-347.4,347.4,Hard Constraint,,DEC_2022,PeakWE,1.6
T-101,Line,To - From,-347.4,347.4,Hard Constraint,SBWDDBM5,DEC_2022,PeakWE,1.6
KINGSE_KINGTA2,Line,To - From,-82.8,82.8,Hard Constraint,,DEC_2022,Off-peak,2.48
KINGSE_KINGTA2,Line,From - To,82.8,82.8,Hard Constraint,,DEC_2022,Off-peak,19.37
KINGSE_KINGTA2,Line,From - To,82.8,82.8,Hard Constraint,,DEC_2022,PeakWD,66.87
KINGSE_KINGTA2,Line,To - From,-82.8,82.8,Hard Constraint,DBIGKEN5,DEC_2022,PeakWE,10.11
KINGSE_KINGTA2,Line,From - To,82.8,82.8,Hard Constraint,,DEC_2022,PeakWE,8.0
ROBB_KINGTA2,Line,To - From,-119.7,119.7,Hard Constraint,,DEC_2022,Off-peak,2.48
ROBB_KINGTA2,Line,From - To,119.7,119.7,Hard Constraint,,DEC_2022,PeakWD,19.84
ROBB_KINGTA2,Line,From - To,119.7,119.7,Hard Constraint,SW_SBRN5,DEC_2022,PeakWE,16.0
ROBB_KINGTA2,Line,To - From,-119.7,119.7,Hard Constraint,,DEC_2022,PeakWE,1.6
MADDUX_SAPOWE2,Line,To - From,-179.1,179.1,Hard Constraint,SMADSAP8,DEC_2022,Off-peak,54.91
MADDUX_SAPOWE2,Line,To - From,-179.1,179.1,Hard Constraint,SMADSAP8,DEC_2022,PeakWE,502.88
MADDUX_SANTIA1,Line,From - To,171.9,171.9,Hard Constraint,SBIGTWI5,DEC_2022,PeakWD,909.57
MADDUX_SANTIA1,Line,From - To,171.9,171.9,Hard Constraint,SBIGTWI5,DEC_2022,PeakWE,827.97
